make,model,release_date,Engine Fuel Type,Engine HP,Engine Cylinders,transmission_type,Driven_Wheels,Number of Doors,Market Category,size,style,highway MPG,city mpg,Popularity,price,isDeleted
Ferrari,456M,2001,premium unleaded (required),442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,219775,FALSE
Ferrari,456M,2002,premium unleaded (required),442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,228625,FALSE
Ferrari,456M,2002,premium unleaded (required),442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,224585,FALSE
Ferrari,456M,2003,premium unleaded (required),442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,228625,FALSE
Ferrari,456M,2003,premium unleaded (required),442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,224585,FALSE
Ferrari,458 Italia,2013,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,257412,FALSE
Ferrari,458 Italia,2013,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,233509,FALSE
Ferrari,458 Italia,2014,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,233509,FALSE
Ferrari,458 Italia,2014,premium unleaded (required),597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,288000,FALSE
Ferrari,458 Italia,2014,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,257412,FALSE
Ferrari,458 Italia,2015,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,239340,FALSE
Ferrari,458 Italia,2015,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,263553,FALSE
Ferrari,458 Italia,2015,premium unleaded (required),597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,291744,FALSE
Alfa Romeo,4C,2015,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,34,24,113,63900,FALSE
Alfa Romeo,4C,2015,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24,113,68400,FALSE
Alfa Romeo,4C,2015,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24,113,53900,FALSE
Alfa Romeo,4C,2016,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24,113,55900,FALSE
Alfa Romeo,4C,2016,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,34,24,113,65900,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17,2031,41365,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17,2031,35740,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,37615,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,34695,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,35725,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,43400,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17,2031,32820,FALSE
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,38645,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,37825,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,43620,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,36115,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,35950,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,33210,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,38855,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,41585,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,35085,FALSE
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,41310,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,36690,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,44360,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,39595,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,41850,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,42325,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,35885,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,38565,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,36915,FALSE
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,34010,FALSE
BMW,5 Series Gran Turismo,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60700,FALSE
BMW,5 Series Gran Turismo,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,71400,FALSE
BMW,5 Series Gran Turismo,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63000,FALSE
BMW,5 Series Gran Turismo,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,25,16,3916,69100,FALSE
BMW,5 Series Gran Turismo,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200,FALSE
BMW,5 Series Gran Turismo,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,72500,FALSE
BMW,5 Series Gran Turismo,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60900,FALSE
BMW,5 Series Gran Turismo,2017,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200,FALSE
BMW,5 Series Gran Turismo,2017,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,27,19,3916,60900,FALSE
BMW,5 Series Gran Turismo,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,15,3916,72500,FALSE
BMW,5 Series,2015,premium unleaded (required),443,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,67200,FALSE
BMW,5 Series,2015,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,57900,FALSE
BMW,5 Series,2015,diesel,255,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,38,26,3916,57100,FALSE
BMW,5 Series,2015,premium unleaded (required),241,4,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,33,22,3916,52250,FALSE
BMW,5 Series,2015,diesel,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,37,26,3916,59400,FALSE
BMW,5 Series,2015,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,64900,FALSE
BMW,5 Series,2015,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,34,23,3916,49950,FALSE
BMW,5 Series,2015,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,55600,FALSE
BMW,5 Series,2016,diesel,255,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,38,26,3916,57350,FALSE
BMW,5 Series,2016,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,58150,FALSE
BMW,5 Series,2016,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,55850,FALSE
BMW,5 Series,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,34,22,3916,52500,FALSE
BMW,5 Series,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,34,23,3916,50200,FALSE
BMW,5 Series,2016,premium unleaded (required),443,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,68600,FALSE
BMW,5 Series,2016,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,66300,FALSE
BMW,5 Series,2016,diesel,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,37,26,3916,59650,FALSE
Mercedes-Benz,500-Class,1991,regular unleaded,322,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,17,13,617,4155,FALSE
Mercedes-Benz,500-Class,1992,regular unleaded,322,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,15,11,617,2427,FALSE
Mercedes-Benz,500-Class,1992,regular unleaded,322,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,16,13,617,3245,FALSE
Mercedes-Benz,500-Class,1992,regular unleaded,322,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,17,13,617,4701,FALSE
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,16,12,617,3176,FALSE
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,18,14,617,3613,FALSE
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,19,14,617,5140,FALSE
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12,617,2692,FALSE
FIAT,500e,2015,electric,,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,108,122,819,31800,FALSE
FIAT,500e,2016,electric,,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,103,121,819,31800,FALSE
FIAT,500e,2017,electric,,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,103,121,819,31800,FALSE
FIAT,500,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26595,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,18700,FALSE
FIAT,500,2015,premium unleaded (recommended),135,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,28,819,19700,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,34,28,819,22800,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,34,28,819,24700,FALSE
FIAT,500,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,34,28,819,22495,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17495,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,34,28,819,20345,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17700,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,20400,FALSE
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,16845,FALSE
FIAT,500,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26695,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,21295,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,20395,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17745,FALSE
FIAT,500,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,34,28,819,22575,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,40,31,819,24495,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,16995,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,40,31,819,20395,FALSE
FIAT,500,2016,premium unleaded (recommended),135,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,28,819,19700,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17900,FALSE
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,40,31,819,21395,FALSE
FIAT,500,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,33,28,819,19995,FALSE
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,819,19390,FALSE
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,33,27,819,17485,FALSE
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,33,27,819,20885,FALSE
FIAT,500,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,33,28,819,21490,FALSE
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,819,15990,FALSE
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,19345,FALSE
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,23095,FALSE
FIAT,500L,2015,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,24695,FALSE
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,21695,FALSE
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,20695,FALSE
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,21880,FALSE
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,23395,FALSE
FIAT,500L,2016,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,24795,FALSE
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,20795,FALSE
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,19495,FALSE
FIAT,500L,2017,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,23695,FALSE
FIAT,500L,2017,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,20995,FALSE
FIAT,500L,2017,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,22995,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,24635,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,25135,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,29235,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,23335,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,22735,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,27035,FALSE
FIAT,500X,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,34,25,819,20000,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,27335,FALSE
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,25235,FALSE
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,21,819,27035,FALSE
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,30,22,819,25135,FALSE
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,21,819,25235,FALSE
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,21,819,23890,FALSE
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,30,22,819,23335,FALSE
FIAT,500X,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,819,19995,FALSE
Ferrari,550,2001,premium unleaded (required),485,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,12,8,2774,248500,FALSE
Ferrari,550,2001,premium unleaded (required),485,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,12,8,2774,205840,FALSE
Mercedes-Benz,560-Class,1990,regular unleaded,238,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,16,12,617,2323,FALSE
Mercedes-Benz,560-Class,1990,regular unleaded,238,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12,617,2170,FALSE
Mercedes-Benz,560-Class,1991,regular unleaded,238,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,16,12,617,2443,FALSE
Mercedes-Benz,560-Class,1991,regular unleaded,238,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12,617,2304,FALSE
McLaren,570S,2016,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,23,16,416,184900,FALSE
Ferrari,575M,2002,premium unleaded (required),515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,214670,FALSE
Ferrari,575M,2002,premium unleaded (required),515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9,2774,224670,FALSE
Ferrari,575M,2003,premium unleaded (required),515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,217890,FALSE
Ferrari,575M,2003,premium unleaded (required),515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9,2774,228339,FALSE
Ferrari,575M,2004,premium unleaded (required),515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9,2774,228339,FALSE
Ferrari,575M,2004,premium unleaded (required),515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,217890,FALSE
Maybach,57,2010,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,366000,FALSE
Maybach,57,2010,premium unleaded (required),631,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,455500,FALSE
Maybach,57,2010,premium unleaded (required),604,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,405500,FALSE
Maybach,57,2011,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,372500,FALSE
Maybach,57,2011,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,412000,FALSE
Maybach,57,2012,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,379050,FALSE
Maybach,57,2012,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,418950,FALSE
Ferrari,599,2009,premium unleaded (required),611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580,FALSE
Ferrari,599,2009,premium unleaded (required),611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543,FALSE
Ferrari,599,2010,premium unleaded (required),611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543,FALSE
Ferrari,599,2011,premium unleaded (required),611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580,FALSE
Ferrari,599,2011,premium unleaded (required),661,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,15,11,2774,410000,FALSE
Mazda,5,2013,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,24470,FALSE
Mazda,5,2013,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,20940,FALSE
Mazda,5,2013,regular unleaded,157,4,MANUAL,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,19940,FALSE
Mazda,5,2013,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,22070,FALSE
Mazda,5,2014,regular unleaded,157,4,MANUAL,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,20140,FALSE
Mazda,5,2014,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,24670,FALSE
Mazda,5,2014,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,21140,FALSE
Mazda,5,2014,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,22270,FALSE
Mazda,5,2015,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,24770,FALSE
Mazda,5,2015,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,22370,FALSE
Mazda,5,2015,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,21240,FALSE
BMW,6 Series Gran Coupe,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,3916,92600,FALSE
BMW,6 Series Gran Coupe,2015,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,81300,FALSE
BMW,6 Series Gran Coupe,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,78300,FALSE
BMW,6 Series Gran Coupe,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,89600,FALSE
BMW,6 Series Gran Coupe,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,15,3916,93900,FALSE
BMW,6 Series Gran Coupe,2016,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,82500,FALSE
BMW,6 Series Gran Coupe,2016,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,90900,FALSE
BMW,6 Series Gran Coupe,2016,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,79500,FALSE
BMW,6 Series Gran Coupe,2017,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,17,3916,91200,FALSE
